seqnames,start,end,width,strand,L,area,beta,stat,pval,qval,index.start,index.end,index.width
scaffold_2340,327185,330702,3518,*,179,64.2814872401488,-1.18619927615112,-29.4542015872121,5.83396534624584e-05,0.000400339125117121,4151813,4151991,179
scaffold_2247,599791,601147,1357,*,49,23.2165502177957,-1.67644538328463,-29.3205592730996,5.83396534624584e-05,0.000400339125117121,1093234,1093282,49
scaffold_2310,305828,306598,771,*,37,16.2357038362395,-1.37990338541971,-29.313990025305,5.83396534624584e-05,0.000400339125117121,3672777,3672813,37
scaffold_2247,683889,684719,831,*,33,22.1783389912156,-1.716353448331,-29.2039186365498,5.83396534624584e-05,0.000400339125117121,1095208,1095240,33
scaffold_2299,146107,147907,1801,*,120,54.7935064638621,-1.19365308020665,-28.8726243773487,5.83396534624584e-05,0.000400339125117121,3431751,3431870,120
scaffold_2247,1170307,1177200,6894,*,254,68.3449888109822,-0.828123762374371,-28.6503004875,5.83396534624584e-05,0.000400339125117121,1109088,1109341,254
scaffold_2253,412390,416543,4154,*,197,52.3210341537409,-0.899141678279423,-28.4505280937606,5.83396534624584e-05,0.000400339125117121,1600033,1600229,197
scaffold_2267,595716,596385,670,*,27,14.8896442851551,-1.63562026451313,-28.310067120274,5.83396534624584e-05,0.000400339125117121,2376918,2376944,27
scaffold_3510,87,373,287,*,20,9.9171518486103,-1.39523264425829,-27.9006465526628,5.83396534624584e-05,0.000400339125117121,5272256,5272275,20
scaffold_2292,617605,618250,646,*,20,13.8036989400687,-1.98080891194282,-27.6910292400455,5.83396534624584e-05,0.000400339125117121,3280411,3280430,20
scaffold_2286,476778,478091,1314,*,70,41.9878257730741,-1.59545615439607,-27.5907755852315,5.83396534624584e-05,0.000400339125117121,3104456,3104525,70
scaffold_2298,287758,288578,821,*,27,19.2368046188519,-1.94848594539488,-26.9447654282794,5.83396534624584e-05,0.000400339125117121,3412544,3412570,27
scaffold_2375,176470,177222,753,*,29,8.49774581686157,-1.20358577166351,-26.9194025800238,5.83396534624584e-05,0.000400339125117121,4547132,4547160,29
scaffold_2302,134938,136287,1350,*,69,42.3586783860099,-1.55916169451765,-26.8255941493697,5.83396534624584e-05,0.000400339125117121,3501709,3501777,69
scaffold_2285,801788,802869,1082,*,38,18.57528663603,-1.33758356360658,-26.745219705818,5.83396534624584e-05,0.000400339125117121,3081781,3081818,38
scaffold_2263,815599,816865,1267,*,22,11.6966746638699,-1.46075341369433,-26.4506807496057,5.83396534624584e-05,0.000400339125117121,2189581,2189602,22
scaffold_2352,306126,308203,2078,*,72,38.0013142784845,1.14664301205133,26.0631930152577,5.83396534624584e-05,0.000400339125117121,4289543,4289614,72
scaffold_2275,497987,498443,457,*,16,5.69049401249514,-1.40123194090822,-26.0227210727278,5.83396534624584e-05,0.000400339125117121,2700091,2700106,16
scaffold_2268,1012211,1013036,826,*,47,25.2394343518455,-1.60699973922521,-25.7358017225758,5.83396534624584e-05,0.000400339125117121,2437384,2437430,47
scaffold_2325,450181,451761,1581,*,59,19.1584789038465,-1.04748441907224,-25.6552416754894,5.83396534624584e-05,0.000400339125117121,3947496,3947554,59
scaffold_2274,445608,448126,2519,*,142,57.9406652226998,-1.09260633827183,-25.5984659563317,5.83396534624584e-05,0.000400339125117121,2657958,2658099,142
scaffold_2355,292056,292496,441,*,20,9.87371796238738,-2.27602560111735,-25.5284691363817,5.83396534624584e-05,0.000400339125117121,4330362,4330381,20
scaffold_2263,112368,113541,1174,*,41,23.8093368668791,-1.58747283898098,-25.2167111127549,5.83396534624584e-05,0.000400339125117121,2170538,2170578,41
scaffold_2447,6679,7280,602,*,30,14.0933742641291,-1.39713767424669,-25.11456884165,5.83396534624584e-05,0.000400339125117121,4940482,4940511,30
scaffold_2273,436349,439172,2824,*,142,57.4160201008212,-1.03713861026488,-25.0015504396679,5.83396534624584e-05,0.000400339125117121,2617399,2617540,142
scaffold_2592,4452,4627,176,*,17,12.356432607792,-1.86757872794777,-24.8199290628485,5.83396534624584e-05,0.000400339125117121,5146076,5146092,17
scaffold_2367,276716,278140,1425,*,78,32.5160804093103,-1.10052803109171,-24.7393792416116,5.83396534624584e-05,0.000400339125117121,4469227,4469304,78
scaffold_2253,1439174,1440419,1246,*,66,32.3043080906519,-1.30104994152168,-24.7390256191294,5.83396534624584e-05,0.000400339125117121,1634349,1634414,66
scaffold_2286,835077,836069,993,*,29,18.9822239393672,-1.52739461335456,-24.5439514195966,5.83396534624584e-05,0.000400339125117121,3113555,3113583,29
scaffold_2242,4083561,4084237,677,*,35,24.6711587461896,-1.60611419808997,-24.4995975227305,5.83396534624584e-05,0.000400339125117121,586874,586908,35
scaffold_2384,255315,256783,1469,*,71,31.383993149462,-1.29707127896522,-24.4675594204022,5.83396534624584e-05,0.000400339125117121,4626773,4626843,71
scaffold_2306,199107,200488,1382,*,79,25.36002901403,-1.22550144276004,-24.3960665986188,5.83396534624584e-05,0.000400339125117121,3586394,3586472,79
scaffold_2458,114,3055,2942,*,151,44.1113316730117,-1.08370773238836,-24.3717533690645,5.83396534624584e-05,0.000400339125117121,4970898,4971048,151
scaffold_2362,356022,356587,566,*,33,8.59292860643321,-0.916651157074119,-24.2208905540536,5.83396534624584e-05,0.000400339125117121,4417538,4417570,33
scaffold_2257,1865956,1869823,3868,*,166,50.544765119233,-0.857617558959665,-23.9287029518206,5.83396534624584e-05,0.000400339125117121,1926688,1926853,166
scaffold_2298,165740,166594,855,*,49,14.744966256107,-0.999697551674974,-23.8049121069321,5.83396534624584e-05,0.000400339125117121,3408857,3408905,49
scaffold_2248,426241,426351,111,*,12,5.64445939627865,-1.39421001258423,-23.7672408901863,5.83396534624584e-05,0.000400339125117121,1174824,1174835,12
scaffold_2463,22317,23974,1658,*,85,37.0038287901983,-1.23666088022598,-23.6254883806462,5.83396534624584e-05,0.000400339125117121,4985650,4985734,85
scaffold_3041,2174,3197,1024,*,81,38.3708206180969,-1.4022097015214,-23.4218463056296,5.83396534624584e-05,0.000400339125117121,5240904,5240984,81
scaffold_2248,2060813,2061468,656,*,46,19.9035407073417,-1.43266642958548,-23.3578963986856,5.83396534624584e-05,0.000400339125117121,1225030,1225075,46
scaffold_2306,609231,610548,1318,*,39,18.0478625627322,-1.37931144363677,-23.1657139767646,5.83396534624584e-05,0.000400339125117121,3598553,3598591,39
scaffold_2285,5088,5848,761,*,47,23.1489436888616,1.32000423082548,23.1627567531715,5.83396534624584e-05,0.000400339125117121,3053400,3053446,47
scaffold_2496,1227,1799,573,*,21,13.1921941390634,-1.7951799524045,-23.1322607449907,5.83396534624584e-05,0.000400339125117121,5056098,5056118,21
scaffold_2244,3252732,3254382,1651,*,58,21.9498682093508,-1.19870961163913,-23.1282895775383,5.83396534624584e-05,0.000400339125117121,845938,845995,58
scaffold_2257,1441272,1443856,2585,*,154,44.3737279240162,-0.853935557314503,-22.9397645727282,5.83396534624584e-05,0.000400339125117121,1913341,1913494,154
scaffold_2290,3009,4273,1265,*,67,33.9718701560159,-1.32734881298687,-22.9005236096652,5.83396534624584e-05,0.000400339125117121,3206409,3206475,67
scaffold_2333,337514,342552,5039,*,258,42.4655696092532,0.465897302045459,22.7923814972139,5.83396534624584e-05,0.000400339125117121,4063638,4063895,258
scaffold_2340,323872,325361,1490,*,71,31.3071553872159,-1.08534812678852,-22.7869567927406,5.83396534624584e-05,0.000400339125117121,4151665,4151735,71
scaffold_2341,192818,193396,579,*,18,7.19118141580898,-1.29104910102815,-22.7734549813687,5.83396534624584e-05,0.000400339125117121,4162514,4162531,18
scaffold_2431,15235,16475,1241,*,43,20.1328484750286,-1.34346254997828,-22.4420885050275,5.83396534624584e-05,0.000400339125117121,4889630,4889672,43
scaffold_2277,492354,492851,498,*,13,6.68678108350481,1.90113875814815,22.4168886353802,5.83396534624584e-05,0.000400339125117121,2780803,2780815,13
scaffold_2325,72642,73312,671,*,29,9.10774760562444,-1.28243825693177,-22.3733679349884,5.83396534624584e-05,0.000400339125117121,3936188,3936216,29
scaffold_2729,10508,10962,455,*,22,8.42767597436324,-1.11321610729126,-22.3543658057249,5.83396534624584e-05,0.000400339125117121,5192449,5192470,22
scaffold_2291,171094,171414,321,*,5,1.69719712550986,2.12270634425552,22.3289837007484,5.83396534624584e-05,0.000400339125117121,3241082,3241086,5
scaffold_2313,170765,171931,1167,*,47,20.609183251346,-1.25793408529991,-22.2738946491279,5.83396534624584e-05,0.000400339125117121,3729511,3729557,47
scaffold_2346,322343,323170,828,*,51,29.2216925433461,-1.41805656624025,-22.2344533899559,5.83396534624584e-05,0.000400339125117121,4232946,4232996,51
scaffold_2241,4021063,4021887,825,*,46,20.2351037336046,-1.26708654974476,-21.9204389907996,5.83396534624584e-05,0.000400339125117121,364479,364524,46
scaffold_2359,102653,103618,966,*,25,9.12545474887817,-1.18373896070944,-21.7857992468457,5.83396534624584e-05,0.000400339125117121,4373535,4373559,25
scaffold_2273,1072324,1073861,1538,*,79,29.4917284678829,-1.00192640463449,-21.7517786242255,5.83396534624584e-05,0.000400339125117121,2637469,2637547,79
scaffold_2247,878637,878933,297,*,21,5.60565359445103,-0.977876416848296,-21.7021202882446,5.83396534624584e-05,0.000400339125117121,1100857,1100877,21
scaffold_3196,2788,3023,236,*,25,4.02022408306296,-0.429828509959893,-21.6567290562077,5.83396534624584e-05,0.000400339125117121,5253127,5253151,25
scaffold_2309,624395,624600,206,*,8,4.02693692267993,1.43293586570461,21.6297833565738,5.83396534624584e-05,0.000400339125117121,3660898,3660905,8
scaffold_2267,722022,722930,909,*,32,16.2163260398519,-1.55773816851402,-21.6225381356149,5.83396534624584e-05,0.000400339125117121,2380930,2380961,32
scaffold_2292,722051,724468,2418,*,78,26.0412640869477,-1.04025637354702,-21.5904569797107,5.83396534624584e-05,0.000400339125117121,3283192,3283269,78
scaffold_2729,8520,8897,378,*,25,7.53802424512558,-1.04367986470189,-21.5887522057154,5.83396534624584e-05,0.000400339125117121,5192423,5192447,25
scaffold_2255,1826262,1829114,2853,*,78,21.2817409175993,-0.928725175166533,-21.5539341198193,5.83396534624584e-05,0.000400339125117121,1797181,1797258,78
scaffold_2277,1144502,1145907,1406,*,45,14.0256512574693,-1.10793478780494,-21.5536264259083,5.83396534624584e-05,0.000400339125117121,2800298,2800342,45
scaffold_2293,269452,270357,906,*,30,19.8094003510634,-1.81092054479117,-21.2980958446443,5.83396534624584e-05,0.000400339125117121,3296965,3296994,30
scaffold_2276,802016,803868,1853,*,80,29.5040160323256,-1.12502506524146,-21.2661038269204,5.83396534624584e-05,0.000400339125117121,2750580,2750659,80
scaffold_2249,1872945,1873029,85,*,13,7.92113792125811,1.83186731509283,21.216154821365,5.83396534624584e-05,0.000400339125117121,1307929,1307941,13
scaffold_2287,794432,795251,820,*,37,10.424103025845,-0.967358766869975,-21.150500565596,5.83396534624584e-05,0.000400339125117121,3143574,3143610,37
scaffold_2357,56445,59119,2675,*,85,28.7855530742325,-1.07660004903649,-21.109592830199,5.83396534624584e-05,0.000400339125117121,4347557,4347641,85
scaffold_2247,886326,886694,369,*,13,4.98633039110351,-2.40101669479464,-21.0525602138928,5.83396534624584e-05,0.000400339125117121,1101094,1101106,13
scaffold_2286,956406,956855,450,*,21,3.86209866703316,-0.999120895373516,-20.9838232538743,5.83396534624584e-05,0.000400339125117121,3117077,3117097,21
scaffold_2301,414943,415819,877,*,50,19.3472750898652,-1.26871000507324,-20.9777262690185,5.83396534624584e-05,0.000400339125117121,3486623,3486672,50
scaffold_2242,4659023,4659701,679,*,34,18.3221770313608,-1.52320368951384,-20.8980002998324,5.83396534624584e-05,0.000400339125117121,605772,605805,34
scaffold_2606,17442,17527,86,*,6,1.1199442768616,-0.966850698478787,-20.8973239635528,5.83396534624584e-05,0.000400339125117121,5154217,5154222,6
scaffold_2251,1940631,1940950,320,*,14,6.80599421532075,1.67600999505892,20.7992190550244,5.83396534624584e-05,0.000400339125117121,1486888,1486901,14
scaffold_2268,223016,223138,123,*,13,8.15544739774845,1.69014111900127,20.7683403837643,5.83396534624584e-05,0.000400339125117121,2414920,2414932,13
scaffold_2249,21653,22246,594,*,55,15.8378480625977,-0.940018312828571,-20.630887005932,5.83396534624584e-05,0.000400339125117121,1248175,1248229,55
scaffold_3689,1007,1354,348,*,17,12.1589427052042,-1.89835792453636,-20.4980621986467,5.83396534624584e-05,0.000400339125117121,5279153,5279169,17
scaffold_2253,404521,405864,1344,*,86,30.4751149349486,-0.962411660305938,-20.3414249193521,5.83396534624584e-05,0.000400339125117121,1599749,1599834,86
scaffold_3750,25,1038,1014,*,64,24.9740559592806,0.862275787199702,20.3283298948016,5.83396534624584e-05,0.000400339125117121,5280984,5281047,64
scaffold_2262,1175263,1175391,129,*,8,3.45826043518574,-1.21801895591383,-20.3147354112891,5.83396534624584e-05,0.000400339125117121,2151961,2151968,8
scaffold_2296,599171,600449,1279,*,55,20.8122155529123,-1.30467249832467,-20.2182780930944,5.83396534624584e-05,0.000400339125117121,3371680,3371734,55
scaffold_2641,16251,16680,430,*,16,8.90347030635755,-1.55152329579623,-20.0509393335571,5.83396534624584e-05,0.000400339125117121,5169302,5169317,16
scaffold_2240,556606,556799,194,*,5,0.919928833157416,2.2406861225539,20.0378829831577,5.83396534624584e-05,0.000400339125117121,16875,16879,5
scaffold_2592,6046,7158,1113,*,58,20.7331171703015,-1.06293053518169,-20.017054875356,5.83396534624584e-05,0.000400339125117121,5146149,5146206,58
scaffold_2339,123474,124526,1053,*,29,7.4289327845802,-0.891401310743617,-19.9649377656102,5.83396534624584e-05,0.000400339125117121,4132546,4132574,29
scaffold_2301,421870,422789,920,*,56,18.1956022968475,-0.973684350974495,-19.9018666235669,5.83396534624584e-05,0.000400339125117121,3486950,3487005,56
scaffold_2271,1248877,1251573,2697,*,81,19.4127044553311,-0.926592902955429,-19.8976802548359,5.83396534624584e-05,0.000400339125117121,2595010,2595090,81
scaffold_2373,216564,216883,320,*,11,3.7453026026498,-1.18977907136555,-19.8269130020509,5.83396534624584e-05,0.000400339125117121,4530044,4530054,11
scaffold_2276,934133,935522,1390,*,50,22.2907283821885,-1.20749681866985,-19.7036045978039,5.83396534624584e-05,0.000400339125117121,2754107,2754156,50
scaffold_2390,105132,105531,400,*,15,6.45568838298841,-1.31122276455634,-19.6909238500075,5.83396534624584e-05,0.000400339125117121,4673413,4673427,15
scaffold_2245,918739,919749,1011,*,46,17.3382219867878,-1.15822429904783,-19.6538735175956,5.83396534624584e-05,0.000400339125117121,877201,877246,46
scaffold_2247,2521637,2521867,231,*,20,12.7019726642721,-1.91635327450315,-19.5447389240072,5.83396534624584e-05,0.000400339125117121,1152814,1152833,20
scaffold_2351,214942,216208,1267,*,59,26.0157694769719,-1.37242726842417,-19.5056960356786,5.83396534624584e-05,0.000400339125117121,4280095,4280153,59
scaffold_2348,406639,408065,1427,*,34,7.0974944778928,-0.494866736077496,-19.4578787114211,5.83396534624584e-05,0.000400339125117121,4263431,4263464,34
scaffold_2297,254254,255649,1396,*,45,22.2425623980672,-1.6105880182324,-19.4289154149259,5.83396534624584e-05,0.000400339125117121,3386841,3386885,45
scaffold_2423,87169,87956,788,*,33,12.4599363229349,-1.03632950307646,-19.4197875958629,5.83396534624584e-05,0.000400339125117121,4857327,4857359,33
scaffold_2365,42895,43666,772,*,21,11.4077050048541,1.71989238536361,19.4020584720784,5.83396534624584e-05,0.000400339125117121,4439017,4439037,21
scaffold_2300,228636,230565,1930,*,127,39.2642479179313,-0.790158357711429,-19.3080087424705,5.83396534624584e-05,0.000400339125117121,3457889,3458015,127
scaffold_2317,502866,503775,910,*,41,21.1386474843467,-1.3689141050601,-19.2742519587735,5.83396534624584e-05,0.000400339125117121,3813896,3813936,41
scaffold_2243,289947,292700,2754,*,137,34.6705596383179,-0.822681964516131,-19.272147505914,5.83396534624584e-05,0.000400339125117121,615715,615851,137
scaffold_2335,236961,237780,820,*,39,13.4425922558822,-0.998472498873851,-19.2652487096792,5.83396534624584e-05,0.000400339125117121,4091556,4091594,39
scaffold_2241,4540546,4541263,718,*,39,21.5620574487503,-1.44592343206358,-19.2473490848383,5.83396534624584e-05,0.000400339125117121,384152,384190,39
scaffold_2288,46409,46713,305,*,26,13.1525694418989,1.69115868272081,19.1696849204046,5.83396534624584e-05,0.000400339125117121,3151277,3151302,26
scaffold_2255,1419853,1420280,428,*,33,7.83164889506038,-1.16080556301993,-19.082390632451,5.83396534624584e-05,0.000400339125117121,1781297,1781329,33
scaffold_2289,184968,186064,1097,*,36,16.2741063279617,-1.28386920461374,-19.0109712660047,5.83396534624584e-05,0.000400339125117121,3181758,3181793,36
scaffold_2610,10758,11658,901,*,57,22.4932207376108,-1.09442953474868,-18.9562295160176,5.83396534624584e-05,0.000400339125117121,5156431,5156487,57
scaffold_2410,2927,6693,3767,*,91,24.7047446325583,-0.846934257436141,-18.9343011867297,5.83396534624584e-05,0.000400339125117121,4790975,4791065,91
scaffold_2333,44819,46029,1211,*,19,7.00992445364506,-1.41990050261332,-18.8124760359164,5.83396534624584e-05,0.000400339125117121,4054643,4054661,19
scaffold_2258,367031,367278,248,*,10,7.25854309830277,1.86547581543983,18.7811077616534,5.83396534624584e-05,0.000400339125117121,1933009,1933018,10
scaffold_2277,234324,234871,548,*,29,8.59987983408336,-1.14888740995725,-18.7313813363188,5.83396534624584e-05,0.000400339125117121,2773183,2773211,29
scaffold_2359,5546,7510,1965,*,99,28.8180459089376,-1.05081910420951,-18.7212124370318,5.83396534624584e-05,0.000400339125117121,4370204,4370302,99
scaffold_2442,71774,72485,712,*,37,21.7374793392518,-1.67749684983226,-18.6515717876161,5.83396534624584e-05,0.000400339125117121,4923720,4923756,37
scaffold_2418,82161,82717,557,*,33,13.8333615145415,-1.38195453009658,-18.6012611087386,5.83396534624584e-05,0.000400339125117121,4833872,4833904,33
scaffold_2263,1142398,1143120,723,*,30,8.80083428300706,-1.03532323222586,-18.5770581865949,5.83396534624584e-05,0.000400339125117121,2194958,2194987,30
scaffold_2254,4957,5776,820,*,30,14.4145484061349,-1.28490084458955,-18.4819701196297,5.83396534624584e-05,0.000400339125117121,1666800,1666829,30
scaffold_2245,1537865,1538347,483,*,28,6.44971665289232,-1.04683272986718,-18.4043228161945,5.83396534624584e-05,0.000400339125117121,897387,897414,28
scaffold_2297,172060,173153,1094,*,57,25.577003192553,-1.14490489336614,-18.3703058267649,5.83396534624584e-05,0.000400339125117121,3384622,3384678,57
scaffold_3506,1332,1717,386,*,17,7.85254899181383,-1.09772896698334,-18.3657882736708,5.83396534624584e-05,0.000400339125117121,5272064,5272080,17
scaffold_2252,1273115,1273827,713,*,37,12.871673360568,-1.17368986931843,-18.2476947012198,5.83396534624584e-05,0.000400339125117121,1548519,1548555,37
scaffold_2255,167762,168629,868,*,18,6.43709488991436,-1.1651436367998,-18.1732611919611,5.83396534624584e-05,0.000400339125117121,1737837,1737854,18
scaffold_2288,648251,649113,863,*,35,12.3663263562338,-0.993262409507601,-18.1459657989292,5.83396534624584e-05,0.000400339125117121,3167083,3167117,35
scaffold_2245,644630,645461,832,*,26,13.9371371548326,-1.34246111089813,-18.1246778566944,5.83396534624584e-05,0.000400339125117121,868954,868979,26
scaffold_2240,965325,965782,458,*,16,5.75386998264637,-1.41313643645783,-18.081491011173,5.83396534624584e-05,0.000400339125117121,28512,28527,16
scaffold_2302,2247,2984,738,*,16,5.89138613708711,2.01117463666752,17.8990169288382,5.83396534624584e-05,0.000400339125117121,3498181,3498196,16
scaffold_2348,395147,397091,1945,*,61,13.1313421337772,-0.48531135580786,-17.8822399009362,5.83396534624584e-05,0.000400339125117121,4263248,4263308,61
scaffold_2260,194511,194873,363,*,24,10.5135203749516,1.10425473211392,17.8491385725799,5.83396534624584e-05,0.000400339125117121,2020832,2020855,24
scaffold_3229,1269,2045,777,*,22,12.2226975030975,-1.5622682027962,-17.7112020452325,5.83396534624584e-05,0.000400339125117121,5255531,5255552,22
scaffold_2902,2373,2715,343,*,24,6.3716122449069,1.63659006527128,17.697241204355,5.83396534624584e-05,0.000400339125117121,5223603,5223626,24
